date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:30:14	39453/39453	---M-Z	200	added ('OK')	text/css	etag:%229a1d-600a9b3a-9e0dc16cc62c9901;gz%22	http://pointclock.online/wp-content/uploads/elementor/css/post-59.css?ver=1611307834	C:/My%20Web%20Sites/Pointclock/pointclock.online/wp-content/uploads/elementor/css/post-5922ec.css	(from http://pointclock.online/)
13:30:15	55753/55753	---M-Z	200	added ('OK')	text/css	etag:%22d9c9-6008f73a-5ec3df99065b6e41;gz%22	http://pointclock.online/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.12.0	C:/My%20Web%20Sites/Pointclock/pointclock.online/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.minb683.css	(from http://pointclock.online/)
13:30:15	676/676	---M-Z	200	added ('OK')	text/css	etag:%222a4-6008f73a-3483ce2b10677639;gz%22	http://pointclock.online/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?ver=5.12.0	C:/My%20Web%20Sites/Pointclock/pointclock.online/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.minb683.css	(from http://pointclock.online/)
13:30:15	668/668	---M-Z	200	added ('OK')	text/css	etag:%2229c-6008f73a-df203c9f28b23d87;gz%22	http://pointclock.online/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.12.0	C:/My%20Web%20Sites/Pointclock/pointclock.online/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.minb683.css	(from http://pointclock.online/)
13:30:16	661/661	---M-Z	200	added ('OK')	text/css	etag:%22295-6008f73a-10f0bced225063fa;gz%22	http://pointclock.online/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.12.0	C:/My%20Web%20Sites/Pointclock/pointclock.online/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.minb683.css	(from http://pointclock.online/)
13:30:16	89496/89496	---M-Z	200	added ('OK')	application/x-javascript	etag:%2215d98-60045859-f885279f20657f7b;gz%22	http://pointclock.online/wp-includes/js/jquery/jquery.min.js?ver=3.5.1	C:/My%20Web%20Sites/Pointclock/pointclock.online/wp-includes/js/jquery/jquery.min9d52.js	(from http://pointclock.online/)
13:30:17	11224/11224	---M-Z	200	added ('OK')	application/x-javascript	etag:%222bd8-60045859-960a69185851eec4;gz%22	http://pointclock.online/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	C:/My%20Web%20Sites/Pointclock/pointclock.online/wp-includes/js/jquery/jquery-migrate.mind617.js	(from http://pointclock.online/)
13:30:17	354/354	---M-Z	200	added ('OK')	application/x-javascript	etag:%22162-6008fd4e-cfd5955551c86eb2;gz%22	http://pointclock.online/wp-content/themes/jupiterx-lite/lib/assets/dist/js/utils.min.js?ver=1.19.4	C:/My%20Web%20Sites/Pointclock/pointclock.online/wp-content/themes/jupiterx-lite/lib/assets/dist/js/utils.min782e.js	(from http://pointclock.online/)
13:30:21	824/824	---M-Z	200	added ('OK')	text/xml	date:Sun,%2024%20Jan%202021%2006:31:34%20GMT	http://pointclock.online/xmlrpc.php?rsd	C:/My%20Web%20Sites/Pointclock/pointclock.online/xmlrpc0db0.php	(from http://pointclock.online/)
13:30:21	1045/1045	---M-Z	200	added ('OK')	application/xml	etag:%22415-60045858-98ed46fb2af5c667;gz%22	http://pointclock.online/wp-includes/wlwmanifest.xml	C:/My%20Web%20Sites/Pointclock/pointclock.online/wp-includes/wlwmanifest.xml	(from http://pointclock.online/)
13:30:22	2196/2196	---M--	200	added ('OK')	application/json	etag:%22136-1611469895;;;%22	http://pointclock.online/index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=http%3A%2F%2Fpointclock.online%2F	C:/My%20Web%20Sites/Pointclock/pointclock.online/index4a38.json	(from http://pointclock.online/)
13:30:22	2278/2278	---M-Z	200	added ('OK')	text/xml	etag:%22137-1611469895;gz%22	http://pointclock.online/index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=http%3A%2F%2Fpointclock.online%2F&format=xml	C:/My%20Web%20Sites/Pointclock/pointclock.online/index0efc.php	(from http://pointclock.online/)
13:30:22	1341/1341	---M--	200	added ('OK')	image/png	etag:%2253d-60093cf9-4dede928434bf57;;;%22	http://pointclock.online/wp-content/uploads/2021/01/cropped-POINT_Logo_ETs-removebg-preview-removebg-preview-32x32.png	C:/My%20Web%20Sites/Pointclock/pointclock.online/wp-content/uploads/2021/01/cropped-POINT_Logo_ETs-removebg-preview-removebg-preview-32x32.png	(from http://pointclock.online/)
13:30:24	12881/12881	---M--	200	added ('OK')	image/png	etag:%223251-60093cf9-42b2070fce5fac5d;;;%22	http://pointclock.online/wp-content/uploads/2021/01/cropped-POINT_Logo_ETs-removebg-preview-removebg-preview-192x192.png	C:/My%20Web%20Sites/Pointclock/pointclock.online/wp-content/uploads/2021/01/cropped-POINT_Logo_ETs-removebg-preview-removebg-preview-192x192.png	(from http://pointclock.online/)
13:30:24	11959/11959	---M--	200	added ('OK')	image/png	etag:%222eb7-60093cf9-ce3b370055c1c047;;;%22	http://pointclock.online/wp-content/uploads/2021/01/cropped-POINT_Logo_ETs-removebg-preview-removebg-preview-180x180.png	C:/My%20Web%20Sites/Pointclock/pointclock.online/wp-content/uploads/2021/01/cropped-POINT_Logo_ETs-removebg-preview-removebg-preview-180x180.png	(from http://pointclock.online/)
13:30:26	40894/40894	---MC-	200	added ('OK')	application/json	etag:%22135-1611469894;;;%22	http://pointclock.online/index.php?rest_route=/wp/v2/pages/59	C:/My%20Web%20Sites/Pointclock/pointclock.online/index99bf.json	(from http://pointclock.online/)
13:30:29	130357/130357	---MC-	200	added ('OK')	application/json	etag:%22134-1611469892;;;%22	http://pointclock.online/index.php?rest_route=/	C:/My%20Web%20Sites/Pointclock/pointclock.online/index52f0.json	(from http://pointclock.online/)
13:30:31	42764/42764	---M--	200	added ('OK')	image/png	etag:%22a70c-60090141-cb56657e80528e22;;;%22	http://pointclock.online/wp-content/uploads/elementor/thumbs/POINT_Logo_ETs-removebg-preview-removebg-preview-p1oazqmv83nmh1sivs3v4lol1x2p2xrx683xtp261o.png	C:/My%20Web%20Sites/Pointclock/pointclock.online/wp-content/uploads/elementor/thumbs/POINT_Logo_ETs-removebg-preview-removebg-preview-p1oazqmv83nmh1sivs3v4lol1x2p2xrx683xtp261o.png	(from http://pointclock.online/)
13:30:36	60469/60469	---M--	200	added ('OK')	image/png	etag:%22ec35-600933b4-909d6b9f4f524cda;;;%22	http://pointclock.online/wp-content/uploads/2021/01/landing_board_point-removebg-preview.png	C:/My%20Web%20Sites/Pointclock/pointclock.online/wp-content/uploads/2021/01/landing_board_point-removebg-preview.png	(from http://pointclock.online/)
13:30:36	129140/129140	---M-Z	200	added ('OK')	application/x-javascript	etag:%221f874-6008fd4e-b31e39b4bc07d3b4;gz%22	http://pointclock.online/wp-content/themes/jupiterx-lite/lib/assets/dist/js/frontend.min.js?ver=1.19.4	C:/My%20Web%20Sites/Pointclock/pointclock.online/wp-content/themes/jupiterx-lite/lib/assets/dist/js/frontend.min782e.js	(from http://pointclock.online/)
13:30:38	1434/1434	---M-Z	200	added ('OK')	application/x-javascript	etag:%2259a-60045859-52452c3b7fc6ad20;gz%22	http://pointclock.online/wp-includes/js/wp-embed.min.js?ver=5.6	C:/My%20Web%20Sites/Pointclock/pointclock.online/wp-includes/js/wp-embed.min40df.js	(from http://pointclock.online/)
13:30:38	64122/64122	---M-Z	200	added ('OK')	application/x-javascript	etag:%22fa7a-6008f746-81c66a4ffd6c6598;gz%22	http://pointclock.online/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.0.16	C:/My%20Web%20Sites/Pointclock/pointclock.online/wp-content/plugins/elementor/assets/js/frontend-modules.min952b.js	(from http://pointclock.online/)
13:30:39	20856/20856	---M-Z	200	added ('OK')	application/x-javascript	etag:%225178-60045859-dde528daa4188513;gz%22	http://pointclock.online/wp-includes/js/jquery/ui/core.min.js?ver=1.12.1	C:/My%20Web%20Sites/Pointclock/pointclock.online/wp-includes/js/jquery/ui/core.min35d0.js	(from http://pointclock.online/)
13:30:39	10863/10863	---M-Z	200	added ('OK')	application/x-javascript	etag:%222a6f-6008f73a-610267397a6158ea;gz%22	http://pointclock.online/wp-content/plugins/elementor/assets/lib/dialog/dialog.min.js?ver=4.8.1	C:/My%20Web%20Sites/Pointclock/pointclock.online/wp-content/plugins/elementor/assets/lib/dialog/dialog.mina288.js	(from http://pointclock.online/)
13:30:39	12198/12198	---M-Z	200	added ('OK')	application/x-javascript	etag:%222fa6-6008f73a-1c608d5c7eff475a;gz%22	http://pointclock.online/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	C:/My%20Web%20Sites/Pointclock/pointclock.online/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from http://pointclock.online/)
13:30:39	139153/139153	---M-Z	200	added ('OK')	application/x-javascript	etag:%2221f91-6008f73e-6b460d788b5d6dd4;gz%22	http://pointclock.online/wp-content/plugins/elementor/assets/lib/swiper/swiper.min.js?ver=5.3.6	C:/My%20Web%20Sites/Pointclock/pointclock.online/wp-content/plugins/elementor/assets/lib/swiper/swiper.min48f5.js	(from http://pointclock.online/)
13:30:40	2578/2578	---M-Z	200	added ('OK')	application/x-javascript	etag:%22a12-6008f73e-eb9a940792dafde1;gz%22	http://pointclock.online/wp-content/plugins/elementor/assets/lib/share-link/share-link.min.js?ver=3.0.16	C:/My%20Web%20Sites/Pointclock/pointclock.online/wp-content/plugins/elementor/assets/lib/share-link/share-link.min952b.js	(from http://pointclock.online/)
13:30:40	120225/120225	---M-Z	200	added ('OK')	application/x-javascript	etag:%221d5a1-6008f746-7315ad2257c52b70;gz%22	http://pointclock.online/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.0.16	C:/My%20Web%20Sites/Pointclock/pointclock.online/wp-content/plugins/elementor/assets/js/frontend.min952b.js	(from http://pointclock.online/)
13:30:41	1079/1079	---M-Z	200	added ('OK')	application/x-javascript	etag:%22437-60045859-b4da1378ced2628f;gz%22	http://pointclock.online/wp-includes/js/wp-util.min.js?ver=5.6	C:/My%20Web%20Sites/Pointclock/pointclock.online/wp-includes/js/wp-util.min40df.js	(from http://pointclock.online/)
13:30:41	754/754	---M-Z	200	added ('OK')	application/x-javascript	etag:%222f2-6004586b-a4bf4b0cf1bb8112;gz%22	http://pointclock.online/wp-content/plugins/wpforms-lite/assets/js/integrations/elementor/frontend.min.js?ver=1.6.4.1	C:/My%20Web%20Sites/Pointclock/pointclock.online/wp-content/plugins/wpforms-lite/assets/js/integrations/elementor/frontend.min7aab.js	(from http://pointclock.online/)
13:30:42	63558/63558	---M--	200	added ('OK')	image/png	etag:%22f846-600939ac-b9aca0050ffca69f;;;%22	http://pointclock.online/wp-content/uploads/2021/01/result2-768x494.png	C:/My%20Web%20Sites/Pointclock/pointclock.online/wp-content/uploads/2021/01/result2-768x494.png	(from http://pointclock.online/)
13:30:56	84384/84384	---M--	200	added ('OK')	font/woff2	etag:%22149a0-6008f73e-17f588dfcb4be8b;;;%22	http://pointclock.online/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff2?5.9.1	C:/My%20Web%20Sites/Pointclock/pointclock.online/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsc2cd.woff2	(from http://pointclock.online/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.9.1)
13:30:56	193707/193707	---M--	200	added ('OK')	image/png	etag:%222f4ab-600919fe-92697cedcc933ac;;;%22	http://pointclock.online/wp-content/uploads/2021/01/Public-Race-1.png	C:/My%20Web%20Sites/Pointclock/pointclock.online/wp-content/uploads/2021/01/Public-Race-1.png	(from http://pointclock.online/)
13:30:57	279162/279162	---M-Z	200	added ('OK')	image/svg+xml	etag:%224427a-6008f73e-d0ce3f2801f8614c;gz%22	http://pointclock.online/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.svg?5.9.1	C:/My%20Web%20Sites/Pointclock/pointclock.online/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsc2cd.svg	(from http://pointclock.online/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.9.1)
13:31:03	185302/185302	---M--	200	added ('OK')	image/png	etag:%222d3d6-60093662-47b7662bafc20413;;;%22	http://pointclock.online/wp-content/uploads/2021/01/ets-point-768x768.png	C:/My%20Web%20Sites/Pointclock/pointclock.online/wp-content/uploads/2021/01/ets-point-768x768.png	(from http://pointclock.online/)
13:31:13	190360/190360	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222e798-6008f73e-6e808a731eac2ef0;;;%22	http://pointclock.online/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot?5.9.1	C:/My%20Web%20Sites/Pointclock/pointclock.online/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsc2cd.eot	(from http://pointclock.online/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.9.1)
13:31:27	190200/190200	---M--	200	added ('OK')	application/x-font-ttf	etag:%222e6f8-6008f73e-ffaa034480a213e1;;;%22	http://pointclock.online/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.ttf?5.9.1	C:/My%20Web%20Sites/Pointclock/pointclock.online/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsc2cd.ttf	(from http://pointclock.online/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.9.1)
13:31:30	194173/194173	---M--	200	added ('OK')	image/png	etag:%222f67d-6009027b-b4fc4b76d07aa6fc;;;%22	http://pointclock.online/wp-content/uploads/2021/01/ETS.png	C:/My%20Web%20Sites/Pointclock/pointclock.online/wp-content/uploads/2021/01/ETS.png	(from http://pointclock.online/wp-content/uploads/elementor/css/post-59.css?ver=1611307834)
13:31:32	13576/13576	---M--	200	added ('OK')	font/woff2	etag:%223508-6008f73a-7df546fec7ed0763;;;%22	http://pointclock.online/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff2	C:/My%20Web%20Sites/Pointclock/pointclock.online/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff2	(from http://pointclock.online/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?ver=5.12.0)
13:31:33	34390/34390	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%228656-6008f73a-aeddc1d92fd9256f;;;%22	http://pointclock.online/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot	C:/My%20Web%20Sites/Pointclock/pointclock.online/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot	(from http://pointclock.online/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?ver=5.12.0)
13:31:36	16800/16800	---M--	200	added ('OK')	application/font-woff	etag:%2241a0-6008f73a-4d7d590fd7ed8a6c;;;%22	http://pointclock.online/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff	C:/My%20Web%20Sites/Pointclock/pointclock.online/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff	(from http://pointclock.online/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?ver=5.12.0)
13:31:38	34390/34390	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%228656-6008f73a-aeddc1d92fd9256f;;;%22	http://pointclock.online/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot?	C:/My%20Web%20Sites/Pointclock/pointclock.online/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400d41d.eot	(from http://pointclock.online/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?ver=5.12.0)
13:31:41	34092/34092	---M--	200	added ('OK')	application/x-font-ttf	etag:%22852c-6008f73a-4b4e24814fc06f22;;;%22	http://pointclock.online/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.ttf	C:/My%20Web%20Sites/Pointclock/pointclock.online/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.ttf	(from http://pointclock.online/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?ver=5.12.0)
13:31:44	257465/257465	---M--	200	added ('OK')	image/png	etag:%223edb9-600939ab-9079de782687ab84;;;%22	http://pointclock.online/wp-content/uploads/2021/01/result2.png	C:/My%20Web%20Sites/Pointclock/pointclock.online/wp-content/uploads/2021/01/result2.png	(from http://pointclock.online/wp-content/uploads/elementor/css/post-59.css?ver=1611307834)
13:31:54	76084/76084	---M--	200	added ('OK')	font/woff2	etag:%2212934-6008f73a-d4a5acb71ade59d8;;;%22	http://pointclock.online/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff2	C:/My%20Web%20Sites/Pointclock/pointclock.online/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff2	(from http://pointclock.online/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.12.0)
13:32:02	307910/307910	---M--	200	added ('OK')	image/png	etag:%224b2c6-60093660-1e59a5b290e0cf81;;;%22	http://pointclock.online/wp-content/uploads/2021/01/ets-point.png	C:/My%20Web%20Sites/Pointclock/pointclock.online/wp-content/uploads/2021/01/ets-point.png	(from http://pointclock.online/wp-content/uploads/elementor/css/post-59.css?ver=1611307834)
13:32:03	849145/849145	---M-Z	200	added ('OK')	image/svg+xml	etag:%22cf4f9-6008f73a-2b494b9fe2767f88;gz%22	http://pointclock.online/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.svg	C:/My%20Web%20Sites/Pointclock/pointclock.online/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.svg	(from http://pointclock.online/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.12.0)
13:32:11	194066/194066	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222f612-6008f73a-3a59307d01ccd322;;;%22	http://pointclock.online/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot	C:/My%20Web%20Sites/Pointclock/pointclock.online/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot	(from http://pointclock.online/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.12.0)
13:32:16	194066/194066	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222f612-6008f73a-3a59307d01ccd322;;;%22	http://pointclock.online/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot?	C:/My%20Web%20Sites/Pointclock/pointclock.online/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900d41d.eot	(from http://pointclock.online/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.12.0)
13:32:23	75936/75936	---M--	200	added ('OK')	font/woff2	etag:%22128a0-6008f73a-e698e57baa78d016;;;%22	http://pointclock.online/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2	C:/My%20Web%20Sites/Pointclock/pointclock.online/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2	(from http://pointclock.online/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.12.0)
13:32:25	131930/131930	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222035a-6008f73a-ec2397cb4d252ac5;;;%22	http://pointclock.online/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot	C:/My%20Web%20Sites/Pointclock/pointclock.online/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot	(from http://pointclock.online/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.12.0)
13:32:28	193780/193780	---M--	200	added ('OK')	application/x-font-ttf	etag:%222f4f4-6008f73a-f075bc3326853286;;;%22	http://pointclock.online/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.ttf	C:/My%20Web%20Sites/Pointclock/pointclock.online/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.ttf	(from http://pointclock.online/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.12.0)
13:32:28	708706/708706	---M-Z	200	added ('OK')	image/svg+xml	etag:%22ad062-6008f73a-e852fee9e6e90d91;gz%22	http://pointclock.online/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg	C:/My%20Web%20Sites/Pointclock/pointclock.online/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg	(from http://pointclock.online/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.12.0)
13:32:40	131930/131930	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222035a-6008f73a-ec2397cb4d252ac5;;;%22	http://pointclock.online/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot?	C:/My%20Web%20Sites/Pointclock/pointclock.online/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400d41d.eot	(from http://pointclock.online/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.12.0)
13:32:46	131624/131624	---M--	200	added ('OK')	application/x-font-ttf	etag:%2220228-6008f73a-911ff43a6e176320;;;%22	http://pointclock.online/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf	C:/My%20Web%20Sites/Pointclock/pointclock.online/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf	(from http://pointclock.online/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.12.0)
13:32:47	16154/16154	---M-Z	200	added ('OK')	application/x-javascript	etag:%223f1a-60045859-dd2c1d7d06dee7aa;gz%22	http://pointclock.online/wp-includes/js/underscore.min.js?ver=1.8.3	C:/My%20Web%20Sites/Pointclock/pointclock.online/wp-includes/js/underscore.min4511.js	(from http://pointclock.online/)
13:32:47	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-5d2431a6-d520b0c14e5005f6;gz%22	http://pointclock.online/a(e.target	C:/My%20Web%20Sites/Pointclock/pointclock.online/a(e.target	(from http://pointclock.online/wp-content/themes/jupiterx-lite/lib/assets/dist/js/frontend.min.js?ver=1.19.4)
13:32:48	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-5d2431a6-d520b0c14e5005f6;gz%22	http://pointclock.online/Trident/	C:/My%20Web%20Sites/Pointclock/pointclock.online/Trident/index.html	(from http://pointclock.online/wp-content/plugins/elementor/assets/lib/swiper/swiper.min.js?ver=5.3.6)
13:32:48	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-5d2431a6-d520b0c14e5005f6;gz%22	http://pointclock.online/Edge/	C:/My%20Web%20Sites/Pointclock/pointclock.online/Edge/index.html	(from http://pointclock.online/wp-content/plugins/elementor/assets/lib/swiper/swiper.min.js?ver=5.3.6)
13:32:49	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-5d2431a6-d520b0c14e5005f6;gz%22	http://pointclock.online/Gecko/	C:/My%20Web%20Sites/Pointclock/pointclock.online/Gecko/index.html	(from http://pointclock.online/wp-content/plugins/elementor/assets/lib/swiper/swiper.min.js?ver=5.3.6)
13:32:50	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-5d2431a6-d520b0c14e5005f6;gz%22	http://pointclock.online/Firefox/	C:/My%20Web%20Sites/Pointclock/pointclock.online/Firefox/index.html	(from http://pointclock.online/wp-content/plugins/elementor/assets/lib/swiper/swiper.min.js?ver=5.3.6)
13:32:50	63558/63558	---M--	200	added ('OK')	image/png	etag:%22f846-600939a9-dc0619d6d2f42985;;;%22	http://pointclock.online/wp-content/uploads/2021/01/result-lomba-768x494.png	C:/My%20Web%20Sites/Pointclock/pointclock.online/wp-content/uploads/2021/01/result-lomba-768x494.png	(from http://pointclock.online/)
13:32:50	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-5d2431a6-d520b0c14e5005f6;gz%22	http://pointclock.online/Version/	C:/My%20Web%20Sites/Pointclock/pointclock.online/Version/index.html	(from http://pointclock.online/wp-content/plugins/elementor/assets/lib/swiper/swiper.min.js?ver=5.3.6)
